ID,symbols,logFC,P.Value
LOC_Os04g08350,LOC_Os04g08350,1.38926,0.00144447
LOC_Os04g08740,LOC_Os04g08740,0.641463,0.0301367
LOC_Os04g09654,LOC_Os04g09654,-3.31649,0.00144447
LOC_Os04g09720,LOC_Os04g09720,3.94118,0.00144447
LOC_Os04g10650,LOC_Os04g10650,-0.74264,0.0128631
LOC_Os04g11400,LOC_Os04g11400,-1.14904,0.0188543
LOC_Os04g12080,LOC_Os04g12080,1.33972,0.00144447
LOC_Os04g12480,LOC_Os04g12480,-0.781408,0.00447556
LOC_Os04g13160,LOC_Os04g13160,-2.52714,0.0135233
LOC_Os04g14150,LOC_Os04g14150,0.710428,0.0153591
LOC_Os04g14540,LOC_Os04g14540,2.81562,0.00144447
LOC_Os04g14810,LOC_Os04g14810,5.88939,0.030574
LOC_Os04g16450,LOC_Os04g16450,0.627244,0.0204178
LOC_Os04g16680,LOC_Os04g16680,-1.05768,0.00144447
LOC_Os04g17050,LOC_Os04g17050,-0.649938,0.0215346
LOC_Os04g23180,LOC_Os04g23180,-0.830028,0.0025789
LOC_Os04g26870,LOC_Os04g26870,3.6066,0.00144447
LOC_Os04g28060,LOC_Os04g28060,-0.954328,0.00144447
LOC_Os04g28470,LOC_Os04g28470,1.15721,0.0122338
LOC_Os04g28820,LOC_Os04g28820,-3.7215,0.00144447
LOC_Os04g30780,LOC_Os04g30780,-0.628045,0.0258554
LOC_Os04g30890,LOC_Os04g30890,-0.825441,0.00447556
LOC_Os04g31340,LOC_Os04g31340,0.865688,0.0025789
LOC_Os04g31804,LOC_Os04g31804,1.0329,0.00535638
LOC_Os04g32330,LOC_Os04g32330,-0.568749,0.0409044
LOC_Os04g32350,LOC_Os04g32350,-0.633351,0.0318893
LOC_Os04g32610,LOC_Os04g32610,5.99033,0.00701559
LOC_Os04g32980,LOC_Os04g32980,-0.713682,0.0395646
LOC_Os04g33190,LOC_Os04g33190,-0.901483,0.0142094
LOC_Os04g33370,LOC_Os04g33370,1.38253,0.00144447
LOC_Os04g33460,LOC_Os04g33460,-0.846354,0.00144447
LOC_Os04g33640,LOC_Os04g33640,-1.43799,0.0230771
LOC_Os04g33660,LOC_Os04g33660,2.69317,0.0025789
LOC_Os04g33760,LOC_Os04g33760,1.21586,0.0148111
LOC_Os04g33980,LOC_Os04g33980,1.16799,0.00355611
LOC_Os04g34240,LOC_Os04g34240,-0.745345,0.0287714
LOC_Os04g35090,LOC_Os04g35090,-0.658485,0.0171042
LOC_Os04g35240,LOC_Os04g35240,-0.669197,0.0384703
LOC_Os04g35500,LOC_Os04g35500,2.43145,0.00144447
LOC_Os04g35680,LOC_Os04g35680,2.60927,0.00936537
LOC_Os04g35900,LOC_Os04g35900,-0.591243,0.0334095
LOC_Os04g36054,LOC_Os04g36054,0.758049,0.00619541
LOC_Os04g36670,LOC_Os04g36670,-0.989727,0.0447755
LOC_Os04g36800,LOC_Os04g36800,-0.982043,0.0025789
LOC_Os04g36890,LOC_Os04g36890,-1.24803,0.00144447
LOC_Os04g38520,LOC_Os04g38520,0.835864,0.00144447
LOC_Os04g38600,LOC_Os04g38600,-1.10974,0.00144447
LOC_Os04g38620,LOC_Os04g38620,-0.970679,0.00144447
LOC_Os04g38680,LOC_Os04g38680,-1.12751,0.00144447
LOC_Os04g38810,LOC_Os04g38810,-1.43632,0.00144447
LOC_Os04g38950,LOC_Os04g38950,-0.616813,0.0468042
LOC_Os04g39430,LOC_Os04g39430,1.22045,0.00144447
LOC_Os04g39444,LOC_Os04g39444,-0.79653,0.0345976
LOC_Os04g39700,LOC_Os04g39700,-0.673756,0.0182433
LOC_Os04g39880,LOC_Os04g39880,-0.878611,0.0388817
LOC_Os04g40040,LOC_Os04g40040,0.962418,0.00144447
LOC_Os04g40090,LOC_Os04g40090,0.800716,0.00144447
LOC_Os04g40190,LOC_Os04g40190,1.62357,0.00144447
LOC_Os04g40540,LOC_Os04g40540,0.786771,0.0491305
LOC_Os04g40740,LOC_Os04g40740,-0.6007,0.0364192
LOC_Os04g41040,LOC_Os04g41040,-0.799475,0.0209878
LOC_Os04g41300,LOC_Os04g41300,-0.720728,0.0278949
LOC_Os04g41870,LOC_Os04g41870,1.70506,0.0153591
LOC_Os04g42010,LOC_Os04g42010,-0.886765,0.00144447
LOC_Os04g42090,LOC_Os04g42090,-0.623229,0.0438757
LOC_Os04g42270,LOC_Os04g42270,-0.790843,0.00144447
LOC_Os04g42420,LOC_Os04g42420,0.653428,0.0241404
LOC_Os04g42470,LOC_Os04g42470,0.905324,0.00355611
LOC_Os04g42520,LOC_Os04g42520,0.785981,0.00447556
LOC_Os04g42770,LOC_Os04g42770,-0.773886,0.00447556
LOC_Os04g43140,LOC_Os04g43140,-0.682096,0.01995
LOC_Os04g43210,LOC_Os04g43210,1.08428,0.0468042
LOC_Os04g43290,LOC_Os04g43290,2.50029,0.00144447
LOC_Os04g43300,LOC_Os04g43300,-0.755452,0.00781053
LOC_Os04g43440,LOC_Os04g43440,-1.49734,0.0416717
LOC_Os04g43580,LOC_Os04g43580,2.02637,0.00144447
LOC_Os04g43670,LOC_Os04g43670,0.641409,0.0283631
LOC_Os04g44440,LOC_Os04g44440,1.16228,0.030574
LOC_Os04g44820,LOC_Os04g44820,0.802899,0.0176481
LOC_Os04g45330,LOC_Os04g45330,0.991044,0.00144447
LOC_Os04g45490,LOC_Os04g45490,-0.609304,0.0432353
LOC_Os04g46010,LOC_Os04g46010,-0.726101,0.0359847
LOC_Os04g46110,LOC_Os04g46110,1.5593,0.00144447
LOC_Os04g46580,LOC_Os04g46580,2.01619,0.0025789
LOC_Os04g46620,LOC_Os04g46620,-0.578951,0.0318893
LOC_Os04g46740,LOC_Os04g46740,-0.593385,0.0495307
LOC_Os04g46830,LOC_Os04g46830,1.09342,0.00144447
LOC_Os04g46880,LOC_Os04g46880,-1.48113,0.00144447
LOC_Os04g46920,LOC_Os04g46920,-0.921183,0.00447556
LOC_Os04g47170,LOC_Os04g47170,1.45437,0.00535638
LOC_Os04g47180,LOC_Os04g47180,1.51394,0.00447556
LOC_Os04g47190,LOC_Os04g47190,0.824846,0.0153591
LOC_Os04g47360,LOC_Os04g47360,-0.977188,0.00144447
LOC_Os04g47380,LOC_Os04g47380,-0.859945,0.00144447
LOC_Os04g47870,LOC_Os04g47870,0.830013,0.00144447
LOC_Os04g47890,LOC_Os04g47890,-1.26947,0.0273338
LOC_Os04g48070,LOC_Os04g48070,2.43453,0.0171042
LOC_Os04g48460,LOC_Os04g48460,1.54905,0.00144447
LOC_Os04g48760,LOC_Os04g48760,-0.597564,0.0314313
LOC_Os04g48840,LOC_Os04g48840,-0.760421,0.0323996
LOC_Os04g49430,LOC_Os04g49430,0.734677,0.0273338
LOC_Os04g49560,LOC_Os04g49560,0.594351,0.0409044
LOC_Os04g49570,LOC_Os04g49570,1.47192,0.00144447
LOC_Os04g50990,LOC_Os04g50990,-0.893312,0.00144447
LOC_Os04g51000,LOC_Os04g51000,1.57953,0.0148111
LOC_Os04g51190,LOC_Os04g51190,-0.896059,0.00144447
LOC_Os04g51410,LOC_Os04g51410,1.5315,0.0487524
LOC_Os04g51460,LOC_Os04g51460,0.867202,0.0399862
LOC_Os04g51630,LOC_Os04g51630,-0.83746,0.00144447
LOC_Os04g52200,LOC_Os04g52200,-0.659581,0.0176481
LOC_Os04g52361,LOC_Os04g52361,-0.692156,0.0128631
LOC_Os04g52450,LOC_Os04g52450,0.655875,0.0287714
LOC_Os04g52606,LOC_Os04g52606,0.606,0.0283631
LOC_Os04g52670,LOC_Os04g52670,3.38911,0.00701559
LOC_Os04g52880,LOC_Os04g52880,1.56342,0.00144447
LOC_Os04g52890,LOC_Os04g52890,0.652732,0.0428878
LOC_Os04g52960,LOC_Os04g52960,-0.750604,0.00447556
LOC_Os04g53770,LOC_Os04g53770,-0.73928,0.00447556
LOC_Os04g53800,LOC_Os04g53800,3.14805,0.00144447
LOC_Os04g53950,LOC_Os04g53950,0.786322,0.0025789
LOC_Os04g54200,LOC_Os04g54200,-1.25913,0.00144447
LOC_Os04g54300,LOC_Os04g54300,1.81196,0.00144447
LOC_Os04g54330,LOC_Os04g54330,-0.744851,0.0204178
LOC_Os04g54490,LOC_Os04g54490,-1.28053,0.0451997
LOC_Os04g54759,LOC_Os04g54759,-1.23839,0.00936537
LOC_Os04g54930,LOC_Os04g54930,0.973994,0.00144447
LOC_Os04g54940,LOC_Os04g54940,1.18638,0.00144447
LOC_Os04g55200,LOC_Os04g55200,-1.69354,0.0318893
LOC_Os04g55230,LOC_Os04g55230,-0.670325,0.0122338
LOC_Os04g55670,LOC_Os04g55670,0.671181,0.0318893
LOC_Os04g55700,LOC_Os04g55700,-1.13826,0.0115122
LOC_Os04g55710,LOC_Os04g55710,-5.30936,0.00144447
LOC_Os04g55720,LOC_Os04g55720,-0.703803,0.00936537
LOC_Os04g55850,LOC_Os04g55850,-0.915145,0.0376365
LOC_Os04g56400,LOC_Os04g56400,-0.859198,0.00144447
LOC_Os04g56590,LOC_Os04g56590,-0.900122,0.00144447
LOC_Os04g56670,LOC_Os04g56670,-0.707394,0.0165457
LOC_Os04g56680,LOC_Os04g56680,1.25088,0.0278949
LOC_Os04g56700,LOC_Os04g56700,2.63789,0.0384703
LOC_Os04g57060,LOC_Os04g57060,8.34626,0.00447556
LOC_Os04g57610,LOC_Os04g57610,0.668578,0.0115122
LOC_Os04g57630,LOC_Os04g57630,0.758439,0.0160083
LOC_Os04g57730,LOC_Os04g57730,-0.788891,0.0314313
LOC_Os04g57950,LOC_Os04g57950,-0.759709,0.0128631
LOC_Os04g58080,LOC_Os04g58080,1.34594,0.0215346
LOC_Os04g58280,LOC_Os04g58280,0.631996,0.0314313
LOC_Os04g58710,LOC_Os04g58710,1.75218,0.00535638
LOC_Os04g58830,LOC_Os04g58830,-0.750791,0.00619541
LOC_Os04g58860,LOC_Os04g58860,1.93442,0.0128631
LOC_Os04g59150,LOC_Os04g59150,-0.672134,0.0399862
LOC_Os04g59340,LOC_Os04g59340,1.11075,0.00144447
LOC_Os04g59380,LOC_Os04g59380,-0.744789,0.0219986
LOC_Os04g59440,LOC_Os04g59440,-1.73198,0.00144447
LOC_Os05g01110,LOC_Os05g01110,-0.689296,0.0263157
LOC_Os05g01140,LOC_Os05g01140,1.11045,0.00144447
LOC_Os05g01230,LOC_Os05g01230,-0.709709,0.00535638
LOC_Os05g01256,LOC_Os05g01256,1.53679,0.00144447
LOC_Os05g01270,LOC_Os05g01270,-0.590979,0.0301367
LOC_Os05g01450,LOC_Os05g01450,-0.774001,0.00447556
LOC_Os05g01810,LOC_Os05g01810,0.61822,0.0301367
LOC_Os05g01970,LOC_Os05g01970,-0.59169,0.040559
LOC_Os05g02070,LOC_Os05g02070,2.78637,0.00144447
LOC_Os05g02130,LOC_Os05g02130,0.622287,0.0188543
LOC_Os05g02400,LOC_Os05g02400,-0.699239,0.0384703
LOC_Os05g02410,LOC_Os05g02410,-0.770243,0.0188543
LOC_Os05g02450,LOC_Os05g02450,1.27161,0.0263157
LOC_Os05g02710,LOC_Os05g02710,2.90818,0.00619541
LOC_Os05g02720,LOC_Os05g02720,1.79225,0.0188543
LOC_Os05g02810,LOC_Os05g02810,-0.870557,0.0219986
LOC_Os05g02980,LOC_Os05g02980,1.03414,0.00936537
LOC_Os05g03040,LOC_Os05g03040,0.915356,0.0025789
LOC_Os05g03440,LOC_Os05g03440,1.74505,0.00144447
LOC_Os05g03540,LOC_Os05g03540,-0.718022,0.0241404
LOC_Os05g03610,LOC_Os05g03610,0.804696,0.00355611
LOC_Os05g04530,LOC_Os05g04530,-0.687721,0.0142094
LOC_Os05g04740,LOC_Os05g04740,0.961812,0.00619541
LOC_Os05g04820,LOC_Os05g04820,1.58154,0.00144447
LOC_Os05g05210,LOC_Os05g05210,0.745486,0.0224819
LOC_Os05g05220,LOC_Os05g05220,-0.673098,0.0128631
LOC_Os05g05470,LOC_Os05g05470,-0.68729,0.00781053
LOC_Os05g05480,LOC_Os05g05480,-0.70587,0.0148111
LOC_Os05g05560,LOC_Os05g05560,-0.903391,0.0209878
LOC_Os05g05820,LOC_Os05g05820,0.877313,0.0310612
LOC_Os05g05840,LOC_Os05g05840,-0.577987,0.0345976
LOC_Os05g06310,LOC_Os05g06310,-0.559924,0.0428878
LOC_Os05g06660,LOC_Os05g06660,-1.31019,0.00144447
LOC_Os05g06770,LOC_Os05g06770,-0.587466,0.0345976
LOC_Os05g06780,LOC_Os05g06780,1.54183,0.00144447
LOC_Os05g07600,LOC_Os05g07600,1.38515,0.00447556
LOC_Os05g07890,LOC_Os05g07890,-1.1868,0.0025789
LOC_Os05g08360,LOC_Os05g08360,-1.1233,0.00144447
LOC_Os05g08800,LOC_Os05g08800,1.11024,0.00355611
LOC_Os05g09400,LOC_Os05g09400,-0.783624,0.0428878
LOC_Os05g09740,LOC_Os05g09740,1.69921,0.00144447
LOC_Os05g10210,LOC_Os05g10210,1.87923,0.00144447
LOC_Os05g10690,LOC_Os05g10690,2.81552,0.00144447
LOC_Os05g10730,LOC_Os05g10730,1.9772,0.010105
LOC_Os05g10740,LOC_Os05g10740,3.85088,0.00144447
LOC_Os05g11210,LOC_Os05g11210,4.884,0.00144447
LOC_Os05g11370,LOC_Os05g11370,7.93123,0.0135233
LOC_Os05g11550,LOC_Os05g11550,-0.624034,0.0194283
LOC_Os05g11710,LOC_Os05g11710,-0.866666,0.00144447
LOC_Os05g11900,LOC_Os05g11900,2.8292,0.0350036
LOC_Os05g11910,LOC_Os05g11910,1.33785,0.00144447
LOC_Os05g13630,LOC_Os05g13630,2.44746,0.0456681
LOC_Os05g13900,LOC_Os05g13900,0.916242,0.00144447
LOC_Os05g14300,LOC_Os05g14300,0.835615,0.0384703
LOC_Os05g14940,LOC_Os05g14940,-0.63679,0.0350036
LOC_Os05g15510,LOC_Os05g15510,1.19669,0.00144447
LOC_Os05g16660,LOC_Os05g16660,-0.751905,0.00447556
LOC_Os05g16824,LOC_Os05g16824,0.726068,0.0219986
LOC_Os05g18750,LOC_Os05g18750,-0.972379,0.010105
LOC_Os05g20954,LOC_Os05g20954,2.22492,0.00144447
LOC_Os05g22990,LOC_Os05g22990,-0.62026,0.0287714
LOC_Os05g23320,LOC_Os05g23320,0.69634,0.0128631
LOC_Os05g23740,LOC_Os05g23740,-1.11785,0.00144447
LOC_Os05g25770,LOC_Os05g25770,0.717574,0.0287714
LOC_Os05g26820,LOC_Os05g26820,0.574027,0.0388817
LOC_Os05g27090,LOC_Os05g27090,-1.33345,0.0194283
LOC_Os05g27100,LOC_Os05g27100,-0.748741,0.0310612
LOC_Os05g27350,LOC_Os05g27350,-1.52339,0.00144447
LOC_Os05g28280,LOC_Os05g28280,-0.933544,0.00144447
LOC_Os05g28510,LOC_Os05g28510,-0.828467,0.00144447
LOC_Os05g28740,LOC_Os05g28740,1.17667,0.0368084
LOC_Os05g29810,LOC_Os05g29810,2.04902,0.00144447
LOC_Os05g30240,LOC_Os05g30240,-0.754378,0.00701559
LOC_Os05g30250,LOC_Os05g30250,-1.68549,0.0392466
LOC_Os05g30340,LOC_Os05g30340,-0.833719,0.00447556
LOC_Os05g30530,LOC_Os05g30530,-0.790106,0.00355611
LOC_Os05g30700,LOC_Os05g30700,1.44355,0.00355611
LOC_Os05g30880,LOC_Os05g30880,-0.843144,0.00144447
LOC_Os05g31000,LOC_Os05g31000,-0.898256,0.00144447
LOC_Os05g31280,LOC_Os05g31280,1.59013,0.00144447
LOC_Os05g31750,LOC_Os05g31750,-1.90622,0.00144447
LOC_Os05g32140,LOC_Os05g32140,-0.836448,0.00144447
LOC_Os05g32330,LOC_Os05g32330,-0.777287,0.0236047
LOC_Os05g33210,LOC_Os05g33210,-0.757166,0.00535638
LOC_Os05g33430,LOC_Os05g33430,-3.2523,0.0219986
LOC_Os05g33570,LOC_Os05g33570,-1.27233,0.00144447
LOC_Os05g34150,LOC_Os05g34150,1.31189,0.00144447
LOC_Os05g34260,LOC_Os05g34260,0.694014,0.0025789
LOC_Os05g35110,LOC_Os05g35110,0.782724,0.00781053
LOC_Os05g35200,LOC_Os05g35200,1.68463,0.00144447
LOC_Os05g35580,LOC_Os05g35580,-0.823189,0.0416717
LOC_Os05g36210,LOC_Os05g36210,5.37566,0.00144447
LOC_Os05g36230,LOC_Os05g36230,4.61514,0.030574
LOC_Os05g36240,LOC_Os05g36240,3.91699,0.00144447
LOC_Os05g36280,LOC_Os05g36280,-0.792507,0.00144447
LOC_Os05g37160,LOC_Os05g37160,-0.608829,0.0399862
LOC_Os05g37170,LOC_Os05g37170,1.0842,0.00144447
LOC_Os05g37330,LOC_Os05g37330,-0.797214,0.00144447
LOC_Os05g37450,LOC_Os05g37450,-0.951827,0.00144447
LOC_Os05g37470,LOC_Os05g37470,1.72104,0.0432353
LOC_Os05g38000,LOC_Os05g38000,1.33194,0.00144447
LOC_Os05g38150,LOC_Os05g38150,-0.696911,0.00701559
LOC_Os05g38270,LOC_Os05g38270,-0.82953,0.00355611
LOC_Os05g38660,LOC_Os05g38660,1.09496,0.00355611
LOC_Os05g38980,LOC_Os05g38980,0.794633,0.0204178
LOC_Os05g39230,LOC_Os05g39230,-0.704141,0.0215346
LOC_Os05g39870,LOC_Os05g39870,1.22337,0.00144447
LOC_Os05g39880,LOC_Os05g39880,1.81595,0.0025789
LOC_Os05g39960,LOC_Os05g39960,-0.929839,0.00355611
LOC_Os05g40010,LOC_Os05g40010,2.51587,0.00355611
LOC_Os05g40200,LOC_Os05g40200,-0.617302,0.0371932
LOC_Os05g40420,LOC_Os05g40420,-0.575678,0.0381186
LOC_Os05g41030,LOC_Os05g41030,1.38662,0.00144447
LOC_Os05g41100,LOC_Os05g41100,-0.688328,0.00860411
LOC_Os05g41110,LOC_Os05g41110,-0.706178,0.00701559
LOC_Os05g41130,LOC_Os05g41130,0.993351,0.00355611
LOC_Os05g41220,LOC_Os05g41220,1.00466,0.00144447
LOC_Os05g41620,LOC_Os05g41620,0.754047,0.0401884
LOC_Os05g41640,LOC_Os05g41640,-0.660885,0.0215346
LOC_Os05g41760,LOC_Os05g41760,1.00256,0.0209878
LOC_Os05g42250,LOC_Os05g42250,1.04459,0.0160083
LOC_Os05g42300,LOC_Os05g42300,-0.854431,0.00144447
LOC_Os05g43040,LOC_Os05g43040,-0.870664,0.0470521
LOC_Os05g43252,LOC_Os05g43252,-0.651065,0.0188543
LOC_Os05g43582,LOC_Os05g43582,-0.827094,0.0323996
LOC_Os05g43830,LOC_Os05g43830,-0.902177,0.0236047
LOC_Os05g43920,LOC_Os05g43920,-0.756642,0.0204178
LOC_Os05g44200,LOC_Os05g44200,3.438,0.00144447
LOC_Os05g44300,LOC_Os05g44300,1.92453,0.030574
LOC_Os05g44320,LOC_Os05g44320,-0.623131,0.0334095
LOC_Os05g44810,LOC_Os05g44810,1.94487,0.00144447
LOC_Os05g45220,LOC_Os05g45220,-0.771461,0.0241404
LOC_Os05g45270,LOC_Os05g45270,-0.8654,0.00144447
LOC_Os05g45420,LOC_Os05g45420,0.612509,0.0292265
LOC_Os05g45660,LOC_Os05g45660,-0.653854,0.0148111
LOC_Os05g45950,LOC_Os05g45950,-0.780236,0.0025789
LOC_Os05g46290,LOC_Os05g46290,-1.05159,0.00144447
LOC_Os05g46510,LOC_Os05g46510,1.31218,0.00355611
LOC_Os05g46950,LOC_Os05g46950,-0.873978,0.00144447
LOC_Os05g47540,LOC_Os05g47540,-1.38616,0.00144447
LOC_Os05g47700,LOC_Os05g47700,1.50922,0.00144447
LOC_Os05g47730,LOC_Os05g47730,-1.46366,0.00447556
LOC_Os05g47890,LOC_Os05g47890,-0.567045,0.0438757
LOC_Os05g48040,LOC_Os05g48040,1.91519,0.00144447
LOC_Os05g48060,LOC_Os05g48060,1.06311,0.0287714
LOC_Os05g48220,LOC_Os05g48220,-2.084,0.00144447
LOC_Os05g48290,LOC_Os05g48290,-0.919209,0.00144447
LOC_Os05g48310,LOC_Os05g48310,-0.809809,0.0025789
LOC_Os05g48320,LOC_Os05g48320,-0.620977,0.0318893
LOC_Os05g48390,LOC_Os05g48390,0.627131,0.0323996
LOC_Os05g48422,LOC_Os05g48422,-0.693868,0.0108632
LOC_Os05g48450,LOC_Os05g48450,-1.44174,0.00144447
LOC_Os05g48510,LOC_Os05g48510,-0.603599,0.0345976
LOC_Os05g48810,LOC_Os05g48810,-0.66043,0.0401884
LOC_Os05g49030,LOC_Os05g49030,-0.87352,0.00144447
LOC_Os05g49060,LOC_Os05g49060,-1.11819,0.00144447
LOC_Os05g49230,LOC_Os05g49230,-0.690633,0.0115122
LOC_Os05g49280,LOC_Os05g49280,1.75601,0.0236047
LOC_Os05g49760,LOC_Os05g49760,-0.810699,0.0482521
LOC_Os05g49800,LOC_Os05g49800,-0.817038,0.00144447
LOC_Os05g50190,LOC_Os05g50190,0.584025,0.0491305
LOC_Os05g50270,LOC_Os05g50270,3.79473,0.0115122
LOC_Os05g50310,LOC_Os05g50310,1.65308,0.00144447
LOC_Os05g50380,LOC_Os05g50380,-1.59094,0.00144447
LOC_Os05g50600,LOC_Os05g50600,0.760321,0.0246692
LOC_Os05g50640,LOC_Os05g50640,-1.15328,0.010105
LOC_Os05g50750,LOC_Os05g50750,-1.01476,0.00144447
LOC_Os05g50980,LOC_Os05g50980,-0.736262,0.0287714
LOC_Os05g51070,LOC_Os05g51070,1.32399,0.00144447
LOC_Os05g51180,LOC_Os05g51180,-0.566723,0.0451997
LOC_Os05g51500,LOC_Os05g51500,-0.555237,0.0442813
LOC_Os05g51830,LOC_Os05g51830,-1.069,0.00144447
LOC_Os06g01966,LOC_Os06g01966,1.71237,0.00144447
LOC_Os06g02210,LOC_Os06g02210,-1.09268,0.00144447
LOC_Os06g02380,LOC_Os06g02380,-0.836652,0.00144447
LOC_Os06g02510,LOC_Os06g02510,-0.646009,0.0165457
LOC_Os06g02530,LOC_Os06g02530,-1.31951,0.00144447
LOC_Os06g03780,LOC_Os06g03780,-0.879382,0.0025789
LOC_Os06g03920,LOC_Os06g03920,-0.77738,0.0342066
LOC_Os06g04020,LOC_Os06g04020,1.28833,0.00144447
LOC_Os06g04090,LOC_Os06g04090,1.5013,0.0025789
LOC_Os06g04290,LOC_Os06g04290,-0.75233,0.00781053
LOC_Os06g04370,LOC_Os06g04370,0.64828,0.0296755
LOC_Os06g04600,LOC_Os06g04600,-0.688077,0.0283631
LOC_Os06g04870,LOC_Os06g04870,0.699132,0.0204178
LOC_Os06g05520,LOC_Os06g05520,0.988304,0.00144447
LOC_Os06g05650,LOC_Os06g05650,-0.718768,0.0435347
LOC_Os06g05930,LOC_Os06g05930,1.66375,0.00144447
LOC_Os06g06160,LOC_Os06g06160,1.0343,0.00144447
LOC_Os06g06250,LOC_Os06g06250,4.41043,0.00144447
LOC_Os06g06410,LOC_Os06g06410,-0.702641,0.0204178
LOC_Os06g06460,LOC_Os06g06460,-0.99212,0.00144447
LOC_Os06g06490,LOC_Os06g06490,-0.765317,0.00701559
LOC_Os06g06510,LOC_Os06g06510,-0.876331,0.00144447
LOC_Os06g07130,LOC_Os06g07130,0.91732,0.0025789
LOC_Os06g07160,LOC_Os06g07160,-0.802689,0.00936537
LOC_Os06g07210,LOC_Os06g07210,-0.644855,0.01995
LOC_Os06g07230,LOC_Os06g07230,1.12124,0.00144447
LOC_Os06g07580,LOC_Os06g07580,-0.718233,0.0142094
LOC_Os06g08090,LOC_Os06g08090,0.592911,0.0491305
LOC_Os06g08320,LOC_Os06g08320,-0.612502,0.0401884
LOC_Os06g09340,LOC_Os06g09340,0.959704,0.0296755
LOC_Os06g09350,LOC_Os06g09350,2.89749,0.00144447
LOC_Os06g09390,LOC_Os06g09390,0.8628,0.00144447
LOC_Os06g09679,LOC_Os06g09679,-0.783645,0.0165457
LOC_Os06g10130,LOC_Os06g10130,1.06641,0.010105
LOC_Os06g10230,LOC_Os06g10230,0.606962,0.0263157
LOC_Os06g10310,LOC_Os06g10310,2.75288,0.00144447
LOC_Os06g10650,LOC_Os06g10650,1.17804,0.0108632
LOC_Os06g11400,LOC_Os06g11400,-1.1382,0.0435347
LOC_Os06g11410,LOC_Os06g11410,-1.10896,0.00144447
LOC_Os06g11610,LOC_Os06g11610,-0.88808,0.00144447
LOC_Os06g12160,LOC_Os06g12160,-0.619025,0.0292265
LOC_Os06g12230,LOC_Os06g12230,-0.736369,0.00619541
LOC_Os06g12530,LOC_Os06g12530,-0.619487,0.0368084
LOC_Os06g12610,LOC_Os06g12610,-1.02807,0.0128631
LOC_Os06g12740,LOC_Os06g12740,-1.40117,0.00144447
LOC_Os06g13660,LOC_Os06g13660,-0.653421,0.0428878
LOC_Os06g13670,LOC_Os06g13670,-0.74045,0.0338106
LOC_Os06g13680,LOC_Os06g13680,0.608417,0.0334095
LOC_Os06g14324,LOC_Os06g14324,1.38684,0.00144447
LOC_Os06g14420,LOC_Os06g14420,1.43027,0.00144447
LOC_Os06g14540,LOC_Os06g14540,0.99561,0.00144447
LOC_Os06g14810,LOC_Os06g14810,1.21984,0.0025789
LOC_Os06g15370,LOC_Os06g15370,1.24881,0.00144447
LOC_Os06g15420,LOC_Os06g15420,-0.636436,0.0171042
LOC_Os06g16290,LOC_Os06g16290,-1.04492,0.00144447
LOC_Os06g16430,LOC_Os06g16430,-0.743444,0.00701559
