ID,symbols,logFC,P.Value
LOC_Os09g30486,LOC_Os09g30486,1.05283,0.0376365
LOC_Os09g30980,LOC_Os09g30980,1.36194,0.0368084
LOC_Os09g31031,LOC_Os09g31031,3.23508,0.00144447
LOC_Os09g31230,LOC_Os09g31230,0.887131,0.00144447
LOC_Os09g31370,LOC_Os09g31370,1.01069,0.00860411
LOC_Os09g31380,LOC_Os09g31380,1.27075,0.0025789
LOC_Os09g31438,LOC_Os09g31438,1.13533,0.00144447
LOC_Os09g31486,LOC_Os09g31486,-1.05943,0.00144447
LOC_Os09g32010,LOC_Os09g32010,0.968713,0.00144447
LOC_Os09g32200,LOC_Os09g32200,-0.82399,0.00144447
LOC_Os09g32270,LOC_Os09g32270,0.632218,0.0470521
LOC_Os09g32470,LOC_Os09g32470,1.06756,0.040559
LOC_Os09g32500,LOC_Os09g32500,-0.616272,0.0345976
LOC_Os09g32510,LOC_Os09g32510,1.02552,0.00144447
LOC_Os09g32520,LOC_Os09g32520,-0.783832,0.00535638
LOC_Os09g32532,LOC_Os09g32532,-0.720084,0.0128631
LOC_Os09g32650,LOC_Os09g32650,-0.572208,0.0460416
LOC_Os09g32670,LOC_Os09g32670,1.19547,0.00144447
LOC_Os09g32976,LOC_Os09g32976,-0.823891,0.0025789
LOC_Os09g33580,LOC_Os09g33580,0.787526,0.00701559
LOC_Os09g33630,LOC_Os09g33630,0.765665,0.0470521
LOC_Os09g33940,LOC_Os09g33940,1.82087,0.0148111
LOC_Os09g34920,LOC_Os09g34920,2.29021,0.00144447
LOC_Os09g35730,LOC_Os09g35730,0.581956,0.0334095
LOC_Os09g35850,LOC_Os09g35850,-0.933697,0.0329644
LOC_Os09g35910,LOC_Os09g35910,0.745278,0.0384703
LOC_Os09g35980,LOC_Os09g35980,1.3959,0.00144447
LOC_Os09g36040,LOC_Os09g36040,-0.719242,0.0115122
LOC_Os09g36220,LOC_Os09g36220,0.678649,0.00936537
LOC_Os09g36470,LOC_Os09g36470,2.62327,0.00535638
LOC_Os09g36910,LOC_Os09g36910,2.04291,0.00144447
LOC_Os09g37006,LOC_Os09g37006,-0.864668,0.00144447
LOC_Os09g37470,LOC_Os09g37470,2.33401,0.00619541
LOC_Os09g37860,LOC_Os09g37860,-1.01276,0.00144447
LOC_Os09g38110,LOC_Os09g38110,2.20883,0.0128631
LOC_Os09g38130,LOC_Os09g38130,-0.910752,0.0401884
LOC_Os09g38340,LOC_Os09g38340,-0.664478,0.0478225
LOC_Os09g38400,LOC_Os09g38400,-0.72036,0.00860411
LOC_Os09g38440,LOC_Os09g38440,1.13416,0.00144447
LOC_Os09g38570,LOC_Os09g38570,-0.84814,0.00355611
LOC_Os09g38660,LOC_Os09g38660,-0.83526,0.0182433
LOC_Os09g39180,LOC_Os09g39180,-0.830015,0.00355611
LOC_Os09g39410,LOC_Os09g39410,-0.609243,0.0428878
LOC_Os09g39500,LOC_Os09g39500,-0.838214,0.00144447
LOC_Os09g39540,LOC_Os09g39540,-0.720984,0.0194283
LOC_Os09g39740,LOC_Os09g39740,-0.735768,0.0491305
LOC_Os09g39780,LOC_Os09g39780,-1.18693,0.00144447
LOC_Os10g01060,LOC_Os10g01060,0.866723,0.0334095
LOC_Os10g01540,LOC_Os10g01540,-0.958241,0.00781053
LOC_Os10g01570,LOC_Os10g01570,-0.778647,0.00144447
LOC_Os10g02040,LOC_Os10g02040,6.46681,0.00860411
LOC_Os10g02500,LOC_Os10g02500,1.89047,0.0278949
LOC_Os10g04050,LOC_Os10g04050,0.840556,0.0025789
LOC_Os10g05220,LOC_Os10g05220,-0.724732,0.0283631
LOC_Os10g05950,LOC_Os10g05950,1.19233,0.00144447
LOC_Os10g05990,LOC_Os10g05990,6.66449,0.0470521
LOC_Os10g08780,LOC_Os10g08780,-1.47437,0.00144447
LOC_Os10g08930,LOC_Os10g08930,-0.749708,0.00860411
LOC_Os10g10290,LOC_Os10g10290,-3.49991,0.0364192
LOC_Os10g10300,LOC_Os10g10300,-3.54384,0.0153591
LOC_Os10g10360,LOC_Os10g10360,0.68801,0.0392466
LOC_Os10g10434,LOC_Os10g10434,-0.682517,0.0135233
LOC_Os10g11100,LOC_Os10g11100,4.01231,0.00144447
LOC_Os10g11860,LOC_Os10g11860,0.982359,0.0148111
LOC_Os10g11980,LOC_Os10g11980,1.61467,0.0025789
LOC_Os10g14180,LOC_Os10g14180,0.928769,0.0499535
LOC_Os10g15310,LOC_Os10g15310,0.750989,0.0334095
LOC_Os10g19270,LOC_Os10g19270,5.47252,0.00860411
LOC_Os10g19910,LOC_Os10g19910,5.97522,0.030574
LOC_Os10g20650,LOC_Os10g20650,0.73133,0.0142094
LOC_Os10g22050,LOC_Os10g22050,1.34062,0.00144447
LOC_Os10g22170,LOC_Os10g22170,-0.829291,0.00860411
LOC_Os10g22380,LOC_Os10g22380,-0.592196,0.0287714
LOC_Os10g23090,LOC_Os10g23090,2.12751,0.0224819
LOC_Os10g23180,LOC_Os10g23180,-0.90182,0.00355611
LOC_Os10g25010,LOC_Os10g25010,1.63976,0.0359847
LOC_Os10g25674,LOC_Os10g25674,1.6152,0.00144447
LOC_Os10g26280,LOC_Os10g26280,-0.793237,0.010105
LOC_Os10g26690,LOC_Os10g26690,-1.0234,0.0148111
LOC_Os10g27170,LOC_Os10g27170,2.63772,0.0153591
LOC_Os10g27174,LOC_Os10g27174,-0.654078,0.0171042
LOC_Os10g27330,LOC_Os10g27330,0.767641,0.0263157
LOC_Os10g27470,LOC_Os10g27470,-0.902108,0.0292265
LOC_Os10g28210,LOC_Os10g28210,1.36335,0.0153591
LOC_Os10g28230,LOC_Os10g28230,-0.647677,0.0171042
LOC_Os10g28350,LOC_Os10g28350,2.3049,0.00144447
LOC_Os10g28440,LOC_Os10g28440,-2.84838,0.0025789
LOC_Os10g29390,LOC_Os10g29390,3.17097,0.0236047
LOC_Os10g29650,LOC_Os10g29650,-1.27076,0.00144447
LOC_Os10g30070,LOC_Os10g30070,2.11798,0.0142094
LOC_Os10g30280,LOC_Os10g30280,-0.683604,0.0399862
LOC_Os10g30520,LOC_Os10g30520,1.36104,0.00144447
LOC_Os10g30540,LOC_Os10g30540,1.80331,0.00144447
LOC_Os10g30560,LOC_Os10g30560,2.02582,0.0395646
LOC_Os10g30850,LOC_Os10g30850,1.49895,0.00619541
LOC_Os10g30910,LOC_Os10g30910,0.702065,0.0224819
LOC_Os10g31320,LOC_Os10g31320,2.15797,0.0025789
LOC_Os10g31330,LOC_Os10g31330,3.06416,0.0148111
LOC_Os10g31520,LOC_Os10g31520,-0.658589,0.0224819
LOC_Os10g31820,LOC_Os10g31820,0.849982,0.00144447
LOC_Os10g32550,LOC_Os10g32550,-0.953087,0.00144447
LOC_Os10g32820,LOC_Os10g32820,-0.730173,0.00701559
LOC_Os10g33520,LOC_Os10g33520,1.34601,0.00144447
LOC_Os10g33760,LOC_Os10g33760,-0.908415,0.00447556
LOC_Os10g33780,LOC_Os10g33780,1.26542,0.00144447
LOC_Os10g33900,LOC_Os10g33900,-0.657815,0.0219986
LOC_Os10g33940,LOC_Os10g33940,0.844038,0.00619541
LOC_Os10g34180,LOC_Os10g34180,-0.56179,0.0464359
LOC_Os10g35110,LOC_Os10g35110,-0.799867,0.0025789
LOC_Os10g35280,LOC_Os10g35280,-0.804047,0.00447556
LOC_Os10g35370,LOC_Os10g35370,-0.642613,0.0314313
LOC_Os10g35670,LOC_Os10g35670,1.34535,0.00144447
LOC_Os10g35770,LOC_Os10g35770,1.0115,0.00144447
LOC_Os10g35940,LOC_Os10g35940,-0.794351,0.0495307
LOC_Os10g36190,LOC_Os10g36190,-1.02756,0.0263157
LOC_Os10g36260,LOC_Os10g36260,1.67622,0.00144447
LOC_Os10g36420,LOC_Os10g36420,1.233,0.00144447
LOC_Os10g36500,LOC_Os10g36500,1.51065,0.0395646
LOC_Os10g36810,LOC_Os10g36810,0.57216,0.0435347
LOC_Os10g37180,LOC_Os10g37180,-1.30457,0.00144447
LOC_Os10g37190,LOC_Os10g37190,-0.71605,0.0182433
LOC_Os10g37290,LOC_Os10g37290,4.29989,0.00144447
LOC_Os10g37690,LOC_Os10g37690,-0.823749,0.00535638
LOC_Os10g38940,LOC_Os10g38940,1.02577,0.00144447
LOC_Os10g39140,LOC_Os10g39140,-0.954003,0.00535638
LOC_Os10g39150,LOC_Os10g39150,-2.1613,0.0478225
LOC_Os10g39410,LOC_Os10g39410,-2.03597,0.00144447
LOC_Os10g39660,LOC_Os10g39660,1.12676,0.0273338
LOC_Os10g39670,LOC_Os10g39670,0.740966,0.010105
LOC_Os10g40100,LOC_Os10g40100,0.72381,0.0176481
LOC_Os10g40390,LOC_Os10g40390,0.981219,0.0364192
LOC_Os10g40480,LOC_Os10g40480,2.76032,0.0148111
LOC_Os10g40530,LOC_Os10g40530,3.95616,0.00355611
LOC_Os10g40540,LOC_Os10g40540,-0.817212,0.00355611
LOC_Os10g40614,LOC_Os10g40614,1.3425,0.00144447
LOC_Os10g40880,LOC_Os10g40880,-1.58942,0.0292265
LOC_Os10g41430,LOC_Os10g41430,0.72542,0.0296755
LOC_Os10g41470,LOC_Os10g41470,-0.655587,0.0160083
LOC_Os10g41838,LOC_Os10g41838,4.18504,0.00144447
LOC_Os10g41960,LOC_Os10g41960,-0.573374,0.0425371
LOC_Os10g42110,LOC_Os10g42110,0.754191,0.00447556
LOC_Os10g42230,LOC_Os10g42230,-0.588814,0.0368084
LOC_Os10g42250,LOC_Os10g42250,-0.75253,0.0182433
LOC_Os10g42700,LOC_Os10g42700,-0.75792,0.0421388
LOC_Os10g42860,LOC_Os10g42860,-0.69977,0.0194283
LOC_Os10g43050,LOC_Os10g43050,-0.675161,0.0292265
LOC_Os11g01420,LOC_Os11g01420,-0.841966,0.0128631
LOC_Os11g01530,LOC_Os11g01530,0.821699,0.00447556
LOC_Os11g01570,LOC_Os11g01570,2.78573,0.00144447
LOC_Os11g01850,LOC_Os11g01850,1.73842,0.0115122
LOC_Os11g02240,LOC_Os11g02240,0.993791,0.00144447
LOC_Os11g02330,LOC_Os11g02330,0.875793,0.0115122
LOC_Os11g02350,LOC_Os11g02350,0.877703,0.010105
LOC_Os11g03240,LOC_Os11g03240,1.00412,0.0165457
LOC_Os11g03470,LOC_Os11g03470,-0.67498,0.0314313
LOC_Os11g03730,LOC_Os11g03730,0.770991,0.0425371
LOC_Os11g03990,LOC_Os11g03990,-1.22832,0.00144447
LOC_Os11g04070,LOC_Os11g04070,-1.43205,0.00144447
LOC_Os11g04200,LOC_Os11g04200,-0.657047,0.0392466
LOC_Os11g04370,LOC_Os11g04370,-0.890803,0.00355611
LOC_Os11g04710,LOC_Os11g04710,0.900296,0.0438757
LOC_Os11g05010,LOC_Os11g05010,0.604116,0.0338106
LOC_Os11g05050,LOC_Os11g05050,0.602924,0.0368084
LOC_Os11g05180,LOC_Os11g05180,-1.55595,0.0338106
LOC_Os11g05190,LOC_Os11g05190,1.29657,0.00144447
LOC_Os11g05494,LOC_Os11g05494,2.71367,0.00535638
LOC_Os11g05562,LOC_Os11g05562,-0.77854,0.00144447
LOC_Os11g05730,LOC_Os11g05730,-0.92722,0.00355611
LOC_Os11g05840,LOC_Os11g05840,3.67184,0.00355611
LOC_Os11g05860,LOC_Os11g05860,0.931714,0.00144447
LOC_Os11g06720,LOC_Os11g06720,-1.06765,0.00144447
LOC_Os11g06750,LOC_Os11g06750,-0.744523,0.00144447
LOC_Os11g06900,LOC_Os11g06900,-1.01965,0.0025789
LOC_Os11g07460,LOC_Os11g07460,0.758494,0.0246692
LOC_Os11g07500,LOC_Os11g07500,-0.669505,0.0153591
LOC_Os11g08210,LOC_Os11g08210,0.990064,0.0435347
LOC_Os11g08330,LOC_Os11g08330,-0.584417,0.0371932
LOC_Os11g08610,LOC_Os11g08610,8.38809,0.0241404
LOC_Os11g09020,LOC_Os11g09020,-0.894889,0.030574
LOC_Os11g09720,LOC_Os11g09720,1.7912,0.00144447
LOC_Os11g10290,LOC_Os11g10290,1.4456,0.00144447
LOC_Os11g10460,LOC_Os11g10460,1.83254,0.00144447
LOC_Os11g10710,LOC_Os11g10710,1.34409,0.0310612
LOC_Os11g11330,LOC_Os11g11330,2.05463,0.00781053
LOC_Os11g11350,LOC_Os11g11350,1.58551,0.0215346
LOC_Os11g11390,LOC_Os11g11390,-0.656427,0.0148111
LOC_Os11g11694,LOC_Os11g11694,2.40861,0.00144447
LOC_Os11g11990,LOC_Os11g11990,0.777545,0.0456681
LOC_Os11g12740,LOC_Os11g12740,0.872713,0.0219986
LOC_Os11g14544,LOC_Os11g14544,0.667068,0.0176481
LOC_Os11g17954,LOC_Os11g17954,5.09697,0.0283631
LOC_Os11g17970,LOC_Os11g17970,1.20622,0.00936537
LOC_Os11g18730,LOC_Os11g18730,3.20355,0.00144447
LOC_Os11g19250,LOC_Os11g19250,-0.685751,0.0142094
LOC_Os11g20179,LOC_Os11g20179,0.812577,0.0401884
LOC_Os11g22150,LOC_Os11g22150,2.60708,0.00144447
LOC_Os11g22960,LOC_Os11g22960,1.40139,0.00144447
LOC_Os11g23770,LOC_Os11g23770,2.37124,0.0392466
LOC_Os11g24374,LOC_Os11g24374,-1.06798,0.0241404
LOC_Os11g24510,LOC_Os11g24510,2.19255,0.00144447
LOC_Os11g24610,LOC_Os11g24610,-0.694031,0.0135233
LOC_Os11g25160,LOC_Os11g25160,1.09182,0.00144447
LOC_Os11g28910,LOC_Os11g28910,1.38249,0.0188543
LOC_Os11g29000,LOC_Os11g29000,-1.80343,0.0108632
LOC_Os11g29350,LOC_Os11g29350,1.98111,0.00144447
LOC_Os11g29720,LOC_Os11g29720,-2.10687,0.00144447
LOC_Os11g30430,LOC_Os11g30430,1.47741,0.00144447
LOC_Os11g31480,LOC_Os11g31480,1.20734,0.0354856
LOC_Os11g31900,LOC_Os11g31900,-0.694713,0.0128631
LOC_Os11g31980,LOC_Os11g31980,-0.580766,0.0470521
LOC_Os11g32780,LOC_Os11g32780,1.52214,0.00144447
LOC_Os11g33270,LOC_Os11g33270,1.03419,0.00144447
LOC_Os11g34020,LOC_Os11g34020,1.14043,0.0381186
LOC_Os11g34130,LOC_Os11g34130,-1.18455,0.0432353
LOC_Os11g34710,LOC_Os11g34710,-3.37614,0.00144447
LOC_Os11g35050,LOC_Os11g35050,0.980489,0.00144447
LOC_Os11g35060,LOC_Os11g35060,1.45369,0.00144447
LOC_Os11g35630,LOC_Os11g35630,1.13606,0.0451997
LOC_Os11g35710,LOC_Os11g35710,1.93195,0.00144447
LOC_Os11g36060,LOC_Os11g36060,-0.737749,0.00355611
LOC_Os11g37080,LOC_Os11g37080,-0.902723,0.0025789
LOC_Os11g37100,LOC_Os11g37100,-0.689808,0.0268193
LOC_Os11g37740,LOC_Os11g37740,0.679596,0.0296755
LOC_Os11g37900,LOC_Os11g37900,-1.02182,0.0128631
LOC_Os11g38959,LOC_Os11g38959,-0.762389,0.00144447
LOC_Os11g39020,LOC_Os11g39020,-0.641307,0.0395646
LOC_Os11g39160,LOC_Os11g39160,-3.93902,0.0301367
LOC_Os11g39200,LOC_Os11g39200,1.92808,0.0399862
LOC_Os11g39209,LOC_Os11g39209,6.17568,0.00144447
LOC_Os11g39220,LOC_Os11g39220,1.1309,0.00535638
LOC_Os11g39254,LOC_Os11g39254,1.76006,0.00144447
LOC_Os11g39260,LOC_Os11g39260,1.82978,0.0371932
LOC_Os11g39290,LOC_Os11g39290,3.69649,0.00144447
LOC_Os11g39320,LOC_Os11g39320,-2.50209,0.00144447
LOC_Os11g39330,LOC_Os11g39330,1.46772,0.0381186
LOC_Os11g39350,LOC_Os11g39350,2.46107,0.00144447
LOC_Os11g39540,LOC_Os11g39540,1.23903,0.0318893
LOC_Os11g40510,LOC_Os11g40510,0.919987,0.00144447
LOC_Os11g41170,LOC_Os11g41170,0.991024,0.010105
LOC_Os11g41410,LOC_Os11g41410,1.21686,0.00144447
LOC_Os11g41600,LOC_Os11g41600,0.895965,0.0115122
LOC_Os11g41770,LOC_Os11g41770,6.28486,0.00144447
LOC_Os11g41780,LOC_Os11g41780,5.25081,0.00144447
LOC_Os11g42500,LOC_Os11g42500,2.51561,0.0025789
LOC_Os11g42550,LOC_Os11g42550,1.70534,0.00144447
LOC_Os11g43620,LOC_Os11g43620,-1.07019,0.00144447
LOC_Os11g43750,LOC_Os11g43750,0.717473,0.0165457
LOC_Os11g43760,LOC_Os11g43760,1.50703,0.0209878
LOC_Os11g44810,LOC_Os11g44810,0.965125,0.00144447
LOC_Os11g44950,LOC_Os11g44950,1.03404,0.00936537
LOC_Os11g45090,LOC_Os11g45090,1.46965,0.0135233
LOC_Os11g45400,LOC_Os11g45400,2.51453,0.0342066
LOC_Os11g47730,LOC_Os11g47730,1.144,0.00535638
LOC_Os11g47800,LOC_Os11g47800,-0.699869,0.0468042
LOC_Os12g01430,LOC_Os12g01430,-0.889282,0.00860411
LOC_Os12g01449,LOC_Os12g01449,1.4622,0.0025789
LOC_Os12g01560,LOC_Os12g01560,1.72904,0.00144447
LOC_Os12g01760,LOC_Os12g01760,0.875425,0.0283631
LOC_Os12g01880,LOC_Os12g01880,-1.02701,0.01995
LOC_Os12g02200,LOC_Os12g02200,0.837896,0.0025789
LOC_Os12g02290,LOC_Os12g02290,1.04414,0.00447556
LOC_Os12g02300,LOC_Os12g02300,1.00137,0.00355611
LOC_Os12g02980,LOC_Os12g02980,0.858929,0.00144447
LOC_Os12g03190,LOC_Os12g03190,-0.687473,0.0283631
LOC_Os12g03770,LOC_Os12g03770,2.41566,0.00936537
LOC_Os12g03822,LOC_Os12g03822,-1.36001,0.00144447
LOC_Os12g03880,LOC_Os12g03880,-0.968946,0.00144447
LOC_Os12g04010,LOC_Os12g04010,-0.615032,0.0470521
LOC_Os12g04160,LOC_Os12g04160,-0.825181,0.00535638
LOC_Os12g04204,LOC_Os12g04204,1.33053,0.00144447
LOC_Os12g04410,LOC_Os12g04410,0.904056,0.0395646
LOC_Os12g04480,LOC_Os12g04480,1.19503,0.00144447
LOC_Os12g04740,LOC_Os12g04740,-0.63663,0.0468042
LOC_Os12g05320,LOC_Os12g05320,-1.30774,0.0287714
LOC_Os12g05430,LOC_Os12g05430,-0.671799,0.0182433
LOC_Os12g05590,LOC_Os12g05590,0.78016,0.0468042
LOC_Os12g06130,LOC_Os12g06130,2.04408,0.0108632
LOC_Os12g06290,LOC_Os12g06290,2.6347,0.00144447
LOC_Os12g06340,LOC_Os12g06340,1.93459,0.0241404
LOC_Os12g06464,LOC_Os12g06464,0.930622,0.00619541
LOC_Os12g06610,LOC_Os12g06610,-0.831967,0.0025789
LOC_Os12g06910,LOC_Os12g06910,-0.71389,0.00860411
LOC_Os12g07010,LOC_Os12g07010,-0.593479,0.0338106
LOC_Os12g07110,LOC_Os12g07110,-0.759781,0.0224819
LOC_Os12g07150,LOC_Os12g07150,2.27087,0.00144447
LOC_Os12g07190,LOC_Os12g07190,-0.746585,0.0135233
LOC_Os12g07260,LOC_Os12g07260,-0.711662,0.0025789
LOC_Os12g07350,LOC_Os12g07350,-0.6867,0.0219986
LOC_Os12g07740,LOC_Os12g07740,-0.68577,0.0128631
LOC_Os12g08025,LOC_Os12g08025,0.926604,0.0194283
LOC_Os12g08090,LOC_Os12g08090,-1.9171,0.0160083
LOC_Os12g09590,LOC_Os12g09590,-0.676621,0.0115122
LOC_Os12g10190,LOC_Os12g10190,1.0734,0.0025789
LOC_Os12g10280,LOC_Os12g10280,-1.9238,0.00144447
LOC_Os12g10320,LOC_Os12g10320,2.18093,0.00144447
LOC_Os12g10650,LOC_Os12g10650,-0.658118,0.0194283
LOC_Os12g12690,LOC_Os12g12690,0.757903,0.0409044
LOC_Os12g13100,LOC_Os12g13100,1.28021,0.00144447
LOC_Os12g13300,LOC_Os12g13300,1.40135,0.00447556
LOC_Os12g13910,LOC_Os12g13910,1.53806,0.00144447
LOC_Os12g14070,LOC_Os12g14070,-0.617898,0.0215346
LOC_Os12g14126,LOC_Os12g14126,1.11913,0.030574
LOC_Os12g14220,LOC_Os12g14220,0.913415,0.0025789
LOC_Os12g16290,LOC_Os12g16290,1.21202,0.00701559
LOC_Os12g16720,LOC_Os12g16720,3.25044,0.00144447
LOC_Os12g17090,LOC_Os12g17090,1.05688,0.0368084
LOC_Os12g17480,LOC_Os12g17480,1.05858,0.0273338
LOC_Os12g17490,LOC_Os12g17490,1.30627,0.00144447
LOC_Os12g17600,LOC_Os12g17600,-0.693182,0.0401884
LOC_Os12g17910,LOC_Os12g17910,-1.10449,0.00144447
LOC_Os12g18140,LOC_Os12g18140,-0.608312,0.0409044
LOC_Os12g18960,LOC_Os12g18960,2.04371,0.0301367
LOC_Os12g19381,LOC_Os12g19381,-1.67679,0.00144447
LOC_Os12g19470,LOC_Os12g19470,-0.873685,0.00355611
LOC_Os12g20390,LOC_Os12g20390,0.635815,0.0482521
LOC_Os12g21784,LOC_Os12g21784,-1.61747,0.0188543
LOC_Os12g21798,LOC_Os12g21798,-1.08562,0.00144447
LOC_Os12g23180,LOC_Os12g23180,-0.856386,0.0273338
LOC_Os12g24020,LOC_Os12g24020,2.72626,0.0142094
LOC_Os12g24790,LOC_Os12g24790,7.32903,0.0283631
LOC_Os12g24800,LOC_Os12g24800,-0.784969,0.0230771
LOC_Os12g25120,LOC_Os12g25120,-0.762292,0.00619541
LOC_Os12g25200,LOC_Os12g25200,1.61081,0.00144447
LOC_Os12g26060,LOC_Os12g26060,-0.876408,0.00535638
LOC_Os12g27335,LOC_Os12g27335,1.65828,0.00144447
LOC_Os12g29660,LOC_Os12g29660,-0.683223,0.0176481
LOC_Os12g30040,LOC_Os12g30040,1.23239,0.00144447
LOC_Os12g31748,LOC_Os12g31748,2.82367,0.0268193
LOC_Os12g31800,LOC_Os12g31800,-0.695417,0.0108632
LOC_Os12g31860,LOC_Os12g31860,1.76386,0.00144447
LOC_Os12g32280,LOC_Os12g32280,-1.02336,0.0314313
LOC_Os12g32380,LOC_Os12g32380,-0.822603,0.0025789
LOC_Os12g32499,LOC_Os12g32499,2.21836,0.0425371
LOC_Os12g32620,LOC_Os12g32620,-0.913693,0.00144447
LOC_Os12g32986,LOC_Os12g32986,-0.725878,0.0025789
LOC_Os12g33240,LOC_Os12g33240,-0.626386,0.0350036
LOC_Os12g34052,LOC_Os12g34052,1.26422,0.0292265
LOC_Os12g34094,LOC_Os12g34094,-0.859899,0.0354856
LOC_Os12g34350,LOC_Os12g34350,-0.73678,0.00619541
LOC_Os12g34500,LOC_Os12g34500,-1.07037,0.00144447
LOC_Os12g34510,LOC_Os12g34510,-1.09684,0.00144447
LOC_Os12g34890,LOC_Os12g34890,-0.819104,0.0153591
LOC_Os12g34980,LOC_Os12g34980,-1.52035,0.00144447
LOC_Os12g35270,LOC_Os12g35270,-0.733069,0.0219986
LOC_Os12g35610,LOC_Os12g35610,1.37006,0.00355611
LOC_Os12g35630,LOC_Os12g35630,-0.956183,0.00355611
LOC_Os12g36640,LOC_Os12g36640,1.06219,0.00144447
LOC_Os12g37400,LOC_Os12g37400,-0.680122,0.00860411
LOC_Os12g37510,LOC_Os12g37510,1.37476,0.0115122
LOC_Os12g37650,LOC_Os12g37650,0.611912,0.040559
LOC_Os12g38150,LOC_Os12g38150,1.48304,0.00144447
LOC_Os12g38310,LOC_Os12g38310,-0.76345,0.0176481
LOC_Os12g38400,LOC_Os12g38400,1.98034,0.00144447
LOC_Os12g38430,LOC_Os12g38430,0.728555,0.0122338
LOC_Os12g38440,LOC_Os12g38440,0.856633,0.0025789
LOC_Os12g38490,LOC_Os12g38490,0.62692,0.0350036
LOC_Os12g38750,LOC_Os12g38750,1.20859,0.0025789
LOC_Os12g39100,LOC_Os12g39100,1.63108,0.00144447
LOC_Os12g39200,LOC_Os12g39200,0.628302,0.0364192
LOC_Os12g39220,LOC_Os12g39220,1.55507,0.00701559
LOC_Os12g39310,LOC_Os12g39310,-2.12681,0.00535638
LOC_Os12g39380,LOC_Os12g39380,0.687355,0.0338106
LOC_Os12g39640,LOC_Os12g39640,-0.857442,0.0409044
LOC_Os12g39780,LOC_Os12g39780,2.20643,0.00619541
LOC_Os12g39930,LOC_Os12g39930,-1.27784,0.00535638
LOC_Os12g40010,LOC_Os12g40010,0.585209,0.0395646
LOC_Os12g40100,LOC_Os12g40100,0.999193,0.0451997
LOC_Os12g40550,LOC_Os12g40550,0.774518,0.00355611
LOC_Os12g40840,LOC_Os12g40840,0.578227,0.0432353
LOC_Os12g41160,LOC_Os12g41160,-1.14381,0.0273338
LOC_Os12g41190,LOC_Os12g41190,-0.605997,0.0371932
LOC_Os12g41400,LOC_Os12g41400,-0.751649,0.00144447
LOC_Os12g41620,LOC_Os12g41620,-0.587712,0.0428878
LOC_Os12g41720,LOC_Os12g41720,1.89603,0.00535638
LOC_Os12g41930,LOC_Os12g41930,-0.980597,0.00144447
LOC_Os12g41940,LOC_Os12g41940,1.09905,0.0421388
LOC_Os12g41950,LOC_Os12g41950,1.20409,0.00144447
LOC_Os12g41956,LOC_Os12g41956,0.88889,0.00447556
LOC_Os12g42570,LOC_Os12g42570,0.669061,0.0224819
LOC_Os12g42610,LOC_Os12g42610,0.97312,0.00144447
LOC_Os12g43130,LOC_Os12g43130,-1.51813,0.00144447
LOC_Os12g43830,LOC_Os12g43830,-0.769873,0.0392466
LOC_Os12g43840,LOC_Os12g43840,1.46437,0.00144447
LOC_Os12g43970,LOC_Os12g43970,1.3979,0.0416717
